hotel_id,reco_hotel_id,rank
1437208,405007,3
1437208,6745183,4
1437208,3881941,5
1437208,3836311,6
1437208,6785017,7
1437208,6711415,8
1437208,4756237,9
1437208,5318278,10
1439881,175399,1
1439881,3733999,2
1439881,6666298,3
1439881,5262928,4
1439881,4761619,5
1439881,4764292,6
1439881,4762618,7
1439881,4762753,8
1439881,6738874,9
1439881,6784441,10
1443589,4769152,1
1443589,5228692,2
1443589,4769287,3
1443589,6754021,4
1443589,1888486,5
1443589,1809295,6
1443589,1845466,7
1443589,5266510,8
1443589,6747262,9
1443589,6747703,10
1447558,5279434,1
1447558,4758100,2
1447558,5258572,3
1447558,10642093,4
1447558,5262874,5
1447558,5279632,6
1447558,2088880,7
1447558,6671509,8
1447558,2836249,9
1447558,2780755,10
1448908,2097196,1
1448908,912697,2
1448908,3866092,3
1448908,5228530,4
1448908,5272684,5
1448908,5304787,6
1448908,4764193,7
1448908,935089,8
1448908,2102155,9
1448908,2280535,10
1449439,10642525,1
1449439,5268121,2
1449439,5324389,3
1449439,6727858,4
1449439,4766920,5
1449439,3856084,6
1449439,1150162,7
1449439,5286049,8
1449439,5270803,9
1449439,10660093,10
1454767,203929,1
1454767,2916079,2
1454767,6682435,3
1454767,389257,4
1454767,1546288,5
1454767,6767926,6
1454767,5324875,7
1454767,502288,8
1454767,401371,9
1454767,3852799,10
1455991,5290360,1
1455991,6701479,2
1455991,6702919,3
1455991,3849028,4
1455991,2103478,5
1455991,2103523,6
1455991,6688663,7
1455991,2103298,8
1455991,6688474,9
1455991,5288776,10
1458052,6672274,1
1458052,4769719,2
1458052,6766630,3
1458052,2088727,4
1458052,10659328,5
1458052,4760161,6
1458052,2103046,7
1458052,4768342,8
1458052,4757812,9
1458052,2095981,10
1461832,4769683,1
1461832,6733411,2
1461832,6666028,3
1461832,5137630,4
1461832,1959271,5
1461832,5319952,6
1461832,6762679,7
1461832,10659004,8
1461832,5323291,9
1461832,6723700,10
1462327,2894623,1
1462327,5131609,2
1462327,3865174,3
1462327,5295211,4
1462327,3865012,5
1462327,5295382,6
1462327,5130376,7
1462327,3745690,8
1462327,6712567,9
1462327,6744139,10
1462678,6670699,1
1462678,4765291,2
1462678,6735094,3
1462678,10643425,4
1462678,3857875,5
1462678,6757531,6
1462678,3032656,7
1462678,5260876,8
1462678,5309548,9
1462678,5493724,10
1463479,5304238,1
1463479,4930234,2
1463479,4763428,3
1463479,4756066,4
1463479,385243,5
1463479,6713566,6
1463479,1953394,7
1463479,6675190,8
1463479,98719,9
1463479,2786893,10
1466134,1866814,1
1466134,6711253,2
1466134,1139983,3
1466134,5225308,4
1466134,3876712,5
1466134,2802220,6
1466134,6742339,7
1466134,1145527,8
1466134,10649761,9
1466134,6692731,10
1466782,213073,1
1466782,401443,2
1466782,4758487,3
1466782,253447,4
1466782,570760,5
1466782,709882,6
1466782,4766623,7
1466782,92392,8
1466782,5228962,9
1466782,2097349,10
1467142,6721333,1
1467142,1436164,2
1467142,2100589,3
1467142,6719605,4
1467142,2100697,5
1467142,6729847,6
1467142,4842799,7
1467142,6772372,8
1467142,2100634,9
1467142,1290472,10
1470706,4758172,1
1470706,2105089,2
1470706,1985875,3
1470706,3846904,4
1470706,4758163,5
1470706,4758190,6
1470706,2021560,7
1470706,1170151,8
1470706,1534273,9
1470706,2025421,10
1471624,6085969,1
1471624,6700336,2
1471624,5140069,3
1471624,6763246,4
1471624,6699265,5
1471624,1506742,6
1471624,6666172,7
1471624,262537,8
1471624,6699274,9
1471624,6754975,10
1474108,1134025,1
1474108,253042,2
1474108,4767649,3
1474108,4767190,4
1474108,1182310,5
1474108,4820200,6
1474108,2013001,7
1474108,6727300,8
1474108,1763953,9
1474108,6727309,10
1478824,6670699,1
1478824,4765291,2
1478824,6735094,3
1478824,10643425,4
1478824,3857875,5
1478824,6757531,6
1478824,3032656,7
1478824,5260876,8
1478824,5309548,9
1478824,5493724,10
1480372,5304076,1
1480372,1548277,2
1480372,3849982,3
1480372,3850054,4
1480372,1579273,5
1480372,1271590,6
1480372,1593187,7
1480372,6771472,8
1480372,3829606,9
1480372,3850243,10
1483000,5304076,1
1483000,1548277,2
1483000,3849982,3
1483000,3850054,4
1483000,1579273,5
1483000,1271590,6
1483000,1593187,7
1483000,6771472,8
1483000,3829606,9
1483000,3850243,10
1483630,2745718,1
1483630,6661420,2
1483630,6784558,3
1483630,6767602,4
1483630,4769341,5
1483630,4758811,6
1483630,1229470,7
1483630,10660534,8
1483630,5324776,9
1483630,10638997,10
1483828,1430179,1
1483828,2092183,2
1483828,3105835,3
1483828,6721864,4
1483828,4769017,5
1483828,5270425,6
1483828,6764011,7
1483828,4758118,8
1483828,3242527,9
1483828,4788250,10
1485682,4756534,1
1485682,6717067,2
1485682,3846391,3
1485682,2096971,4
1485682,3869800,5
1485682,4815349,6
1485682,767023,7
1485682,5260687,8
1485682,4762069,9
1485682,6757243,10
1499614,5520364,1
1499614,4759270,2
1499614,4764706,3
1499614,4759963,4
1499614,3880636,5
1499614,5258203,6
1499614,6760762,7
1499614,10777138,8
1499614,528487,9
1499614,5229682,10
1502404,6736165,1
1502404,3877855,2
1502404,2978143,3
1502404,403522,4
1502404,516724,5
1502404,5258455,6
1502404,3881059,7
1502404,5432983,8
1502404,5783353,9
1502404,3848020,10
1502917,1639555,1
1502917,1333060,2
1502917,4767424,3
1502917,6733429,4
1502917,566116,5
1502917,5304580,6
1502917,1736782,7
1502917,2102587,8
1502917,5267284,9
1502917,3862843,10
1502998,3733099,1
1502998,3751144,2
1502998,5291602,3
1502998,5797051,4
1502998,6756397,5
1502998,3864940,6
1502998,5229934,7
1502998,6688051,8
1502998,3697018,9
1502998,5228602,10
1503331,5304238,1
1503331,4930234,2
1503331,4763428,3
1503331,4756066,4
1503331,385243,5
1503331,6713566,6
1503331,1953394,7
1503331,6675190,8
1503331,98719,9
1503331,2786893,10
1505068,5261578,1
1505068,4767091,2
1505068,2090320,3
1505068,1643056,4
1505068,4765525,5
1505068,5323183,6
1505068,5320636,7
1505068,6739189,8
1505068,4764850,9
1505068,1569841,10
1505311,5261578,1
1505311,4767091,2
1505311,2090320,3
1505311,1643056,4
1505311,4765525,5
1505311,5323183,6
1505311,5320636,7
1505311,6739189,8
1505311,4764850,9
1505311,1569841,10
1506742,6085969,1
1506742,6700336,2
1506742,5140069,3
1506742,6763246,4
1506742,6699265,5
1506742,6666172,6
1506742,262537,7
1506742,6699274,8
1506742,6754975,9
1506742,4881337,10
1511467,5288326,1
1511467,5259094,2
1511467,2103010,3
1511467,2045581,4
1511467,5290891,5
1511467,6664624,6
1511467,10650481,7
1511467,2079799,8
1511467,5311753,9
1511467,1374199,10
1515274,6784378,1
1515274,5295535,2
1515274,725902,3
1515274,5219620,4
1515274,1874509,5
1515274,5227324,6
1515274,5317864,7
1515274,6677116,8
1515274,5228845,9
1515274,1050064,10
1515742,4768738,1
1515742,725947,2
1515742,155743,3
1515742,423475,4
1515742,156067,5
1515742,4768180,6
1515742,6777331,7
1515742,6725896,8
1515742,440062,9
1515742,465010,10
1518505,5288380,1
1518505,6709912,2
1518505,1604923,3
1518505,6754840,4
1518505,6659332,5
1518505,1676851,6
1518505,1087999,7
1518505,6755092,8
1518505,6758188,9
1518505,1672666,10
1520080,52927,1
1520080,3879709,2
1520080,6701515,3
1520080,626218,4
1520080,304936,5
1520080,404215,6
1520080,6749197,7
1520080,379879,8
1520080,1779316,9
1520080,5267590,10
1520134,1168054,1
1520134,1651228,2
1520134,3853807,3
1520134,5268598,4
1520134,6712666,5
1520134,6754606,6
1520134,6751456,7
1520134,6778276,8
1520134,604438,9
1520134,6774325,10
1523014,6736165,1
1523014,3877855,2
1523014,2978143,3
1523014,403522,4
1523014,516724,5
1523014,5258455,6
1523014,3881059,7
1523014,5432983,8
1523014,5783353,9
1523014,3848020,10
1524598,5304301,1
1524598,401416,2
1524598,252745,3
1524598,6758998,4
1524598,1707019,5
1524598,522925,6
1524598,252772,7
1524598,5293609,8
1524598,252700,9
1524598,571390,10
1531303,579004,1
1531303,3869854,2
1531303,4761970,3
1531303,3862060,4
1531303,3882067,5
1531303,4764265,6
1531303,4761493,7
1531303,4763905,8
1531303,4812226,9
1531303,4764472,10
1534273,1933045,1
1534273,4758172,2
1534273,2105089,3
1534273,1985875,4
1534273,3846904,5
1534273,4758163,6
1534273,4758190,7
1534273,2021560,8
1534273,1170151,9
1534273,2025421,10
1535488,5328034,1
1535488,6691273,2
1535488,2096863,3
1535488,5129278,4
1535488,6660304,5
1535488,2104477,6
1535488,1041505,7
1535488,5295391,8
1535488,5839666,9
1535488,1666249,10
1539448,5304238,1
1539448,4930234,2
1539448,4763428,3
1539448,4756066,4
1539448,385243,5
1539448,6713566,6
1539448,1953394,7
1539448,6675190,8
1539448,98719,9
1539448,2786893,10
1540690,522934,1
1540690,5257861,2
1540690,3871249,3
1540690,2090743,4
1540690,738952,5
1540690,5605954,6
1540690,617839,7
1540690,3784372,8
1540690,2090788,9
1540690,6724231,10
1544317,5306911,1
1544317,5280622,2
1544317,6718174,3
1544317,2099734,4
1544317,1404250,5
1544317,5287507,6
1544317,2095099,7
1544317,4756705,8
1544317,3860998,9
1544317,4812388,10
1546288,203929,1
1546288,2916079,2
1546288,6682435,3
1546288,389257,4
1546288,6767926,5
1546288,401569,6
1546288,5324875,7
1546288,502288,8
1546288,401371,9
1546288,3852799,10
1548277,5304076,1
1548277,3849982,2
1548277,3850054,3
1548277,1579273,4
1548277,1271590,5
1548277,1593187,6
1548277,6771472,7
1548277,3829606,8
1548277,3850243,9
1548277,1603411,10
1550203,5316919,1
1550203,3809041,2
1550203,10656484,3
1550203,402154,4
1550203,6689176,5
1550203,4782652,6
1550203,4824871,7
1550203,6731791,8
1550203,678013,9
1550203,6673417,10
1562362,6085969,1
1562362,6700336,2
1562362,5140069,3
1562362,6763246,4
1562362,6699265,5
1562362,1506742,6
1562362,6666172,7
1562362,262537,8
1562362,6699274,9
1562362,6754975,10
1565944,4760224,1
1565944,5287606,2
1565944,5319007,3
1565944,5260588,4
1565944,404287,5
1565944,6748828,6
1565944,1147498,7
1565944,10655179,8
1565944,5313409,9
1565944,6665920,10
1567330,4766497,1
1567330,5224435,2
1567330,6730135,3
1567330,4759009,4
1567330,5287876,5
1567330,3851503,6
1567330,2946976,7
1567330,5262478,8
1567330,6695206,9
1567330,3857749,10
1568032,1866814,1
1568032,6711253,2
1568032,1139983,3
1568032,5225308,4
1568032,3876712,5
1568032,2802220,6
1568032,6742339,7
1568032,1145527,8
1568032,10649761,9
1568032,6692731,10
1568068,3868918,1
1568068,5280946,2
1568068,5257978,3
1568068,3866227,4
1568068,6766126,5
1568068,1059118,6
1568068,6720946,7
1568068,10661362,8
1568068,5288263,9
1568068,1157515,10
1569841,5261578,1
1569841,4767091,2
1569841,212173,3
1569841,2090320,4
1569841,1643056,5
1569841,4765525,6
1569841,5323183,7
1569841,5320636,8
1569841,6739189,9
1569841,4764850,10
1572082,213001,1
1572082,6689005,2
1572082,2091076,3
1572082,2090824,4
1572082,4781059,5
1572082,197899,6
1572082,155608,7
1572082,2090833,8
1572082,2090707,9
1572082,1099519,10
1573819,6085969,1
1573819,6700336,2
1573819,5140069,3
1573819,6763246,4
1573819,6699265,5
1573819,1506742,6
1573819,6666172,7
1573819,262537,8
1573819,6699274,9
1573819,6754975,10
1578481,4758865,1
1578481,642841,2
1578481,3153607,3
1578481,6761779,4
1578481,6778762,5
1578481,5781571,6
1578481,1869208,7
1578481,303649,8
1578481,153565,9
1578481,473578,10
1579273,5304076,1
1579273,1548277,2
1579273,3849982,3
1579273,3850054,4
1579273,1271590,5
1579273,1593187,6
1579273,6771472,7
1579273,3829606,8
1579273,3850243,9
1579273,1603411,10
1591720,1430179,1
1591720,2092183,2
1591720,3105835,3
1591720,6721864,4
1591720,4769017,5
1591720,5270425,6
1591720,6764011,7
1591720,4758118,8
1591720,3242527,9
1591720,4788250,10
1593187,5304076,1
1593187,1548277,2
1593187,3849982,3
1593187,3850054,4
1593187,1579273,5
1593187,1271590,6
1593187,6771472,7
1593187,3829606,8
1593187,3850243,9
1593187,1603411,10
1598011,6085969,1
1598011,6700336,2
1598011,5140069,3
1598011,6763246,4
1598011,6699265,5
1598011,1506742,6
1598011,6666172,7
1598011,262537,8
1598011,6699274,9
1598011,6754975,10
1602241,4887610,1
1602241,3851782,2
1602241,6756010,3
1602241,6683776,4
1602241,5268841,5
1602241,1738006,6
1602241,717622,7
1602241,6705205,8
1602241,6720748,9
1602241,6656020,10
1603411,5304076,1
1603411,1548277,2
1603411,3849982,3
1603411,3850054,4
1603411,1579273,5
1603411,1271590,6
1603411,1593187,7
1603411,6771472,8
1603411,3829606,9
1603411,3850243,10
1604923,5288380,1
1604923,6709912,2
1604923,6754840,3
1604923,6659332,4
1604923,1676851,5
1604923,1087999,6
1604923,6755092,7
1604923,6722926,8
1604923,6758188,9
1604923,1672666,10
1613662,6736165,1
1613662,3877855,2
1613662,2978143,3
1613662,403522,4
1613662,516724,5
1613662,5258455,6
1613662,3881059,7
1613662,5432983,8
1613662,5783353,9
1613662,3848020,10
1616893,6673516,1
1616893,6696781,2
1616893,6672139,3
1616893,1864933,4
1616893,6748954,5
1616893,6734545,6
1616893,6780481,7
1616893,6697141,8
1616893,6749863,9
1616893,6672742,10
1617784,5304076,1
1617784,1548277,2
1617784,3849982,3
1617784,3850054,4
1617784,1579273,5
1617784,1271590,6
1617784,1593187,7
1617784,6771472,8
1617784,3829606,9
1617784,3850243,10
1619377,6719704,1
1619377,4759090,2
1619377,3478165,3
1619377,395683,4
1619377,3695218,5
1619377,5226829,6
1619377,5285518,7
1619377,5225830,8
1619377,4764625,9
1619377,6665317,10
1619539,967822,1
1619539,4844293,2
1619539,3846373,3
1619539,392371,4
1619539,856645,5
1619539,2093110,6
1619539,6712243,7
1619539,5076682,8
1619539,934081,9
1619539,4874173,10
1619800,6673516,1
1619800,6696781,2
1619800,6672139,3
1619800,1864933,4
1619800,6748954,5
1619800,6734545,6
1619800,6780481,7
1619800,6697141,8
1619800,6749863,9
1619800,6672742,10
1620187,1122118,1
1620187,6777457,2
1620187,504862,3
1620187,3882085,4
1620187,5186833,5
1620187,5229493,6
1620187,5267707,7
1620187,413710,8
1620187,3219649,9
1620187,3846580,10
1625830,5304238,1
1625830,4930234,2
1625830,4763428,3
1625830,4756066,4
1625830,385243,5
1625830,6713566,6
1625830,1953394,7
1625830,6675190,8
1625830,98719,9
1625830,2786893,10
1626559,5262469,1
1626559,1662298,2
1626559,402226,3
1626559,5259013,4
1626559,646576,5
1626559,6678925,6
1626559,390958,7
1626559,3745186,8
1626559,6775594,9
1626559,5303293,10
1626586,3874174,1
1626586,2091364,2
1626586,3700096,3
1626586,6688096,4
1626586,5304085,5
1626586,5262748,6
1626586,2091346,7
1626586,2091220,8
1626586,10649455,9
1626586,2091175,10
1628728,1866814,1
1628728,6711253,2
1628728,1139983,3
1628728,5225308,4
1628728,3876712,5
1628728,2802220,6
1628728,6742339,7
1628728,1145527,8
1628728,10649761,9
1628728,6692731,10
1628863,6721333,1
1628863,1436164,2
1628863,2100589,3
1628863,6719605,4
1628863,2100697,5
1628863,4842799,6
1628863,6772372,7
1628863,1467142,8
1628863,2100634,9
1628863,1290472,10
1630051,5229025,1
1630051,5270119,2
1630051,5285833,3
1630051,5271739,4
1630051,6664264,5
1630051,6677863,6
1630051,5225227,7
1630051,6771661,8
1630051,4759045,9
1630051,5270011,10
1630312,2101147,1
1630312,1153222,2
1630312,5272378,3
1630312,3850216,4
1630312,5131546,5
1630312,2101129,6
1630312,6698437,7
1630312,3477256,8
1630312,2101120,9
1630312,2091247,10
1631716,4887610,1
1631716,3851782,2
1631716,6756010,3
1631716,6683776,4
1631716,5268841,5
1631716,1738006,6
1631716,717622,7
1631716,6705205,8
1631716,6720748,9
1631716,6656020,10
1632202,6673516,1
1632202,6696781,2
1632202,6672139,3
1632202,1864933,4
1632202,6748954,5
1632202,6734545,6
1632202,6780481,7
1632202,6697141,8
1632202,6749863,9
1632202,6672742,10
1633282,4887610,1
1633282,3851782,2
1633282,6756010,3
1633282,6683776,4
1633282,5268841,5
1633282,1738006,6
1633282,717622,7
1633282,6705205,8
1633282,6720748,9
1633282,6656020,10
1639555,1333060,1
1639555,4767424,2
1639555,253177,3
1639555,6733429,4
1639555,566116,5
1639555,5304580,6
1639555,1736782,7
1639555,2102587,8
1639555,5267284,9
1639555,3862843,10
1643056,5261578,1
1643056,4767091,2
1643056,212173,3
1643056,2090320,4
1643056,4765525,5
1643056,5323183,6
1643056,5320636,7
1643056,6739189,8
1643056,4764850,9
1643056,1569841,10
1643245,1876381,1
1643245,592702,2
1643245,10654135,3
1643245,252799,4
1643245,5225857,5
1643245,53611,6
1643245,3696298,7
1643245,6021556,8
1643245,3470398,9
1643245,6731719,10
1646197,252826,1
1646197,5325703,2
1646197,4758766,3
1646197,4756579,4
1646197,3854815,5
1646197,1025521,6
1646197,570778,7
1646197,4761763,8
1646197,5225560,9
1646197,1006531,10
1648015,6694630,1
1648015,3879520,2
1648015,6705853,3
1648015,6702451,4
1648015,6779878,5
1648015,5164828,6
1648015,402307,7
1648015,6745579,8
1648015,10657420,9
1648015,98737,10
1648204,4757857,1
1648204,5259535,2
1648204,6725536,3
1648204,6724114,4
1648204,5259517,5
1648204,5285626,6
1648204,6695755,7
1648204,4760035,8
1648204,1384099,9
1648204,4759999,10
1648888,5261578,1
1648888,4767091,2
1648888,2090320,3
1648888,1643056,4
1648888,4765525,5
1648888,5323183,6
1648888,5320636,7
1648888,6739189,8
1648888,4764850,9
1648888,1569841,10
1651228,1168054,1
1651228,3853807,2
1651228,10645621,3
1651228,5268598,4
1651228,6712666,5
1651228,6754606,6
1651228,6751456,7
1651228,6778276,8
1651228,604438,9
1651228,6774325,10
1651408,3733099,1
1651408,1502998,2
1651408,3751144,3
1651408,5797051,4
1651408,6756397,5
1651408,3864940,6
1651408,5229934,7
1651408,6688051,8
1651408,3697018,9
1651408,5228602,10
1651462,252979,1
1651462,5225623,2
1651462,66517,3
1651462,3849568,4
1651462,6776179,5
1651462,5005096,6
1651462,6765388,7
1651462,1343842,8
1651462,5226334,9
1651462,5260642,10
1658752,5830234,1
1658752,6765991,2
1658752,6670843,3
1658752,5267824,4
1658752,4768072,5
1658752,4757110,6
1658752,10646674,7
1658752,5228260,8
1658752,4769863,9
1658752,4760692,10
1658806,5261578,1
1658806,4767091,2
1658806,2090320,3
1658806,1643056,4
1658806,4765525,5
1658806,5323183,6
1658806,5320636,7
1658806,6739189,8
1658806,4764850,9
1658806,1569841,10
1658914,175399,1
1658914,3733999,2
1658914,6666298,3
1658914,5262928,4
1658914,4761619,5
1658914,4764292,6
1658914,4762618,7
1658914,4762753,8
1658914,6738874,9
1658914,6784441,10
1659004,4763617,1
1659004,1263427,2
1659004,4759243,3
1659004,5305399,4
1659004,3241654,5
1659004,5155081,6
1659004,4756210,7
1659004,6774010,8
1659004,4768990,9
1659004,3479083,10
1659391,5261578,1
1659391,4767091,2
1659391,2090320,3
1659391,1643056,4
1659391,4765525,5
1659391,5323183,6
1659391,5320636,7
1659391,6739189,8
1659391,4764850,9
1659391,1569841,10
1659553,4758865,1
1659553,642841,2
1659553,3153607,3
1659553,6761779,4
1659553,6778762,5
1659553,5781571,6
1659553,1578481,7
1659553,303649,8
1659553,153565,9
1659553,473578,10
1662199,6759655,1
1662199,1771621,2
1662199,10637089,3
1662199,1159855,4
1662199,1252186,5
1662199,6743824,6
1662199,10660453,7
1662199,6760132,8
1662199,3802759,9
1662199,5224453,10
1662298,5262469,1
1662298,402226,2
1662298,1626559,3
1662298,5259013,4
1662298,646576,5
1662298,6678925,6
1662298,390958,7
1662298,3745186,8
1662298,6775594,9
1662298,5303293,10
1662874,1963996,1
1662874,2072158,2
1662874,6730855,3
1662874,2103541,4
1662874,404755,5
1662874,1947346,6
1662874,4769836,7
1662874,2015764,8
1662874,2103226,9
1662874,4759513,10
1663972,806029,1
1663972,2728663,2
1663972,10654585,3
1663972,5290126,4
1663972,5288506,5
1663972,6770797,6
1663972,3852925,7
1663972,401767,8
1663972,421882,9
1663972,2726413,10
1664737,5304076,1
1664737,1548277,2
1664737,3849982,3
1664737,3850054,4
1664737,1579273,5
1664737,1271590,6
1664737,1593187,7
1664737,6771472,8
1664737,3829606,9
1664737,3850243,10
1666249,1535488,1
1666249,5328034,2
1666249,6691273,3
1666249,2096863,4
1666249,5129278,5
1666249,6660304,6
1666249,2104477,7
1666249,1041505,8
1666249,5295391,9
1666249,5839666,10
1668283,5458678,1
1668283,6781201,2
1668283,5281423,3
1668283,6678043,4
1668283,3848506,5
1668283,6703603,6
1668283,6765001,7
1668283,5280640,8
1668283,544228,9
1668283,462715,10
1670038,6728623,1
1670038,6712693,2
1670038,6780940,3
1670038,6711865,4
1670038,2978053,5
1670038,6760798,6
1670038,5458597,7
1670038,6733636,8
1670038,5293762,9
1670038,6661762,10
1671559,5304076,1
1671559,1548277,2
1671559,3849982,3
1671559,3850054,4
1671559,1579273,5
1671559,1271590,6
1671559,1593187,7
1671559,6771472,8
1671559,3829606,9
1671559,3850243,10
1672018,5458678,1
1672018,6781201,2
1672018,5281423,3
1672018,6678043,4
1672018,3848506,5
1672018,6703603,6
1672018,6765001,7
1672018,5280640,8
1672018,544228,9
1672018,462715,10
1672666,5288380,1
1672666,6709912,2
1672666,1604923,3
1672666,6754840,4
1672666,6659332,5
1672666,1676851,6
1672666,1087999,7
1672666,6755092,8
1672666,6722926,9
1672666,6758188,10
1672738,1963996,1
1672738,2072158,2
1672738,6730855,3
1672738,2103541,4
1672738,404755,5
1672738,1947346,6
1672738,4769836,7
1672738,2015764,8
1672738,2103226,9
1672738,4759513,10
1676491,3878125,1
1676491,4758496,2
1676491,4758460,3
1676491,5328790,4
1676491,5329933,5
1676491,4757299,6
1676491,10650508,7
1676491,614041,8
1676491,6785917,9
1676491,2096593,10
1676851,5288380,1
1676851,6709912,2
1676851,1604923,3
1676851,6754840,4
1676851,6659332,5
1676851,1087999,6
1676851,6755092,7
1676851,6722926,8
1676851,6758188,9
1676851,1672666,10
1678912,2944573,1
1678912,6655966,2
1678912,6694198,3
1678912,5319286,4
1678912,6735598,5
1678912,6693181,6
1678912,5294887,7
1678912,6706807,8
1678912,6755416,9
1678912,3882706,10
1682674,1866814,1
1682674,6711253,2
1682674,1139983,3
1682674,5225308,4
1682674,3876712,5
1682674,2802220,6
1682674,6742339,7
1682674,1145527,8
1682674,10649761,9
1682674,6692731,10
1682989,6673516,1
1682989,6696781,2
1682989,6672139,3
1682989,1864933,4
1682989,6748954,5
1682989,6734545,6
1682989,6780481,7
1682989,6697141,8
1682989,6749863,9
1682989,6672742,10
1687210,4799176,1
1687210,3869737,2
1687210,3470965,3
1687210,10660957,4
1687210,2950000,5
1687210,4766380,6
1687210,10660390,7
1687210,5306668,8
1687210,4834600,9
1687210,4765507,10
1687948,1168054,1
1687948,1651228,2
1687948,3853807,3
1687948,5268598,4
1687948,6712666,5
1687948,6754606,6
1687948,6751456,7
1687948,6778276,8
1687948,604438,9
1687948,6774325,10
1688047,5227783,1
1688047,606571,2
1688047,612691,3
1688047,600280,4
1688047,1033234,5
1688047,563542,6
1688047,6764119,7
1688047,5228080,8
1688047,6781840,9
1688047,597679,10
1688398,5227783,1
1688398,606571,2
1688398,612691,3
1688398,600280,4
1688398,1033234,5
1688398,563542,6
1688398,6764119,7
1688398,5228080,8
1688398,6781840,9
1688398,597679,10
1691530,5225515,1
1691530,3108013,2
1691530,76714,3
1691530,5305489,4
1691530,2982184,5
1691530,4798411,6
1691530,5319205,7
1691530,4785415,8
1691530,1333636,9
1691530,3851935,10
1694221,3863383,1
1694221,1714453,2
1694221,5323867,3
1694221,1001482,4
1694221,6757567,5
1694221,252781,6
1694221,2907421,7
1694221,720358,8
1694221,3881086,9
1694221,5260570,10
1702744,1350484,1
1702744,924082,2
1702744,385450,3
1702744,1263850,4
1702744,3869053,5
1702744,3869953,6
1702744,5285698,7
1702744,466360,8
1702744,6768934,9
1702744,1790278,10
1704931,5316919,1
1704931,3809041,2
1704931,10656484,3
1704931,402154,4
1704931,6689176,5
1704931,4782652,6
1704931,4824871,7
1704931,6731791,8
1704931,678013,9
1704931,6673417,10
1704949,213001,1
1704949,6689005,2
1704949,2091076,3
1704949,2090824,4
1704949,4781059,5
1704949,197899,6
1704949,155608,7
1704949,2090833,8
1704949,2090707,9
1704949,1099519,10
1705309,6692866,1
1705309,5257951,2
1705309,770245,3
1705309,5229295,4
1705309,10660741,5
1705309,6696439,6
1705309,5228485,7
1705309,5324551,8
1705309,5328799,9
1705309,10658113,10
1705777,70810,1
1705777,3662071,2
1705777,20743,3
1705777,401848,4
1705777,423961,5
1705777,4756246,6
1705777,2100022,7
1705777,6713584,8
1705777,672505,9
1705777,2775364,10
1705948,5225515,1
1705948,3108013,2
1705948,76714,3
1705948,5305489,4
1705948,4798411,5
1705948,1691530,6
1705948,5319205,7
1705948,4785415,8
1705948,1333636,9
1705948,3851935,10
1707019,5304301,1
1707019,401416,2
1707019,252745,3
1707019,6758998,4
1707019,522925,5
1707019,252772,6
1707019,5293609,7
1707019,6755344,8
1707019,252700,9
1707019,571390,10
1708576,5279542,1
1708576,10643758,2
1708576,1157497,3
1708576,5280064,4
1708576,3856993,5
1708576,1177801,6
1708576,5279524,7
1708576,4766425,8
1708576,6719371,9
1708576,3857533,10
1712095,3867289,1
1712095,3857569,2
1712095,6745219,3
1712095,5279677,4
1712095,5226775,5
1712095,5267896,6
1712095,4758730,7
1712095,5263081,8
1712095,5273917,9
1712095,5319097,10
1714453,3863383,1
1714453,5323867,2
1714453,1001482,3
1714453,6757567,4
1714453,1694221,5
1714453,252781,6
1714453,2907421,7
1714453,720358,8
1714453,3881086,9
1714453,5260570,10
1715200,5316919,1
1715200,3809041,2
1715200,10656484,3
1715200,402154,4
1715200,6689176,5
1715200,4782652,6
1715200,4824871,7
1715200,6731791,8
1715200,678013,9
1715200,6673417,10
1730005,720394,1
1730005,401488,2
1730005,3869215,3
1730005,4766929,4
1730005,5267878,5
1730005,6730324,6
1730005,2091301,7
1730005,5049421,8
1730005,10654972,9
1730005,4761196,10
1736701,1866814,1
1736701,6711253,2
1736701,1139983,3
1736701,5225308,4
1736701,3876712,5
1736701,2802220,6
1736701,6742339,7
1736701,1145527,8
1736701,10649761,9
1736701,6692731,10
1736782,1639555,1
1736782,1333060,2
1736782,4767424,3
1736782,253177,4
1736782,6733429,5
1736782,566116,6
1736782,5304580,7
1736782,2102587,8
1736782,5267284,9
1736782,3862843,10
1737142,5306911,1
1737142,5280622,2
1737142,6718174,3
1737142,2099734,4
1737142,1404250,5
1737142,5287507,6
1737142,2095099,7
1737142,4756705,8
1737142,3860998,9
1737142,4812388,10
1738006,4887610,1
1738006,3851782,2
1738006,6756010,3
1738006,6683776,4
1738006,5268841,5
1738006,5226325,6
1738006,717622,7
1738006,6705205,8
1738006,6720748,9
1738006,6656020,10
1742857,4768738,1
1742857,725947,2
1742857,155743,3
1742857,423475,4
1742857,156067,5
1742857,4768180,6
1742857,6777331,7
1742857,6725896,8
1742857,440062,9
1742857,465010,10
1747267,3733099,1
1747267,1502998,2
1747267,3751144,3
1747267,5797051,4
1747267,6756397,5
1747267,3864940,6
1747267,5229934,7
1747267,6688051,8
1747267,3697018,9
1747267,5228602,10
1747951,213073,1
1747951,401443,2
1747951,4758487,3
1747951,253447,4
1747951,570760,5
1747951,709882,6
1747951,4766623,7
1747951,92392,8
1747951,5228962,9
1747951,2097349,10
1755970,720394,1
1755970,401488,2
1755970,3869215,3
1755970,4766929,4
1755970,5267878,5
1755970,6730324,6
1755970,2091301,7
1755970,5049421,8
